title,href,Status,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date,previously listed price
2 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/14-ambleside/776-douglas-road/T4387877,Sold,Townhouse,"{'Floor Area': '83 m²', 'Rates': 'R 380', 'Levy': 'R 1356'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Pet Friendly': '✔', 'Security Post': '✔'}",83,0,380,1356,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4387877,2024-03-04,
3 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4397725,Sold,House,{'Land Area': '535 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '2', 'Pet Friendly': '✔', 'Study': '✔'}",0,535,0,0,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4397725,2024-03-04,950000.0
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4236183,Sold,House,{'Rates': 'R 380'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",0,0,380,0,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4236183,2024-03-04,885000.0
2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4340980,Sold,Townhouse,"{'Floor Area': '71 m²', 'Rates': 'R 336', 'Levy': 'R 1829'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '2', 'Lounges': '1', 'BIC': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Kitchen': '✔'}",71,0,336,1829,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4340980,2024-03-04,
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4429720,Sold,Apartment,"{'Floor Area': '66 m²', 'Rates': 'R 701', 'Levy': 'R 1400'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Pool': '✔'}",66,0,701,1400,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4429720,2024-03-04,860000.0
6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4488836,Sold,House,{'Rates': 'R 600'},"{'Bedrooms': '6', 'Bathrooms': '5', 'Lounges': '1', 'Open Parkings': '4'}",0,0,600,0,6.0,5.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4488836,2024-03-04,
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-south-africa-street/T4482811,Sold,House,"{'Floor Area': '306 m²', 'Rates': 'R 797'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'Air Con': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Deck': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Fenced': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Satellite': '✔', 'Security Post': '✔'}",306,0,797,0,2.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4482811,2024-03-04,
3 Bed House in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/45-south-road/T4250117,Sold,House,"{'Floor Area': '274 m²', 'Land Area': '850 m²', 'Rates': 'R 1350'}","{'Bedrooms': '3', 'Bathrooms': '2.5', 'Covered Parkings': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Lapa': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Satellite': '✔'}",274,850,1350,0,3.0,2.5,gauteng,johannesburg,johannesburg-south,mulbarton,T4250117,2024-03-04,
3 Bed House in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4517908,Sold,House,"{'Floor Area': '350 m²', 'Land Area': '1400 m²', 'Rates': 'R 1100'}","{'Bedrooms': '3', 'Bathrooms': '2.5', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scenic View': '✔', 'Scullery': '✔', 'Study': '✔'}",350,1400,1100,0,3.0,2.5,gauteng,johannesburg,johannesburg-south,kibler-park,T4517908,2024-03-04,1650000.0
3 Bed House in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4517908,Sold,House,"{'Floor Area': '350 m²', 'Land Area': '1400 m²', 'Rates': 'R 1100'}","{'Bedrooms': '3', 'Bathrooms': '2.5', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scenic View': '✔', 'Scullery': '✔', 'Study': '✔'}",350,1400,1100,0,3.0,2.5,gauteng,johannesburg,johannesburg-south,kibler-park,T4517908,2024-03-04,1650000.0
3 Bed House in Gillview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/gillview/1-elf-place/T4299855,Sold,House,"{'Land Area': '1329 m²', 'Rates': 'R 986'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Garages': '2', 'Lounges': '3', 'Flatlets': '✔', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔', 'Study': '✔'}",0,1329,986,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,gillview,T4299855,2024-03-04,1699000.0
3 Bed House in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4330722,Sold,House,"{'Land Area': '540 m²', 'Rates': 'R 1085'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Electric Fencing': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scenic View': '✔'}",0,540,1085,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,mondeor,T4330722,2024-03-04,
3 Bed House in Robertsham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/T4435239,Sold,House,"{'Land Area': '1342 m²', 'Rates': 'R 953'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Open Parkings': '3', 'Access Gate': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Fireplace': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Lapa': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Study': '✔'}",0,1342,953,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,robertsham,T4435239,2024-03-04,
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/9-9/T4301062,Sold,House,"{'Floor Area': '280 m²', 'Land Area': '280 m²', 'Rates': 'R 400', 'Levy': 'R 550'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Garden': '✔'}",280,280,400,550,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4301062,2024-03-04,
2 Bed Apartment in Malanshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/malanshof/13-river-lodge/174-river-road/T4455039,Sold,Apartment,"{'Floor Area': '83 m²', 'Rates': 'R 300', 'Levy': 'R 2301'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",83,0,300,2301,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,malanshof,T4455039,2024-03-04,
3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4415845,Sold,House,"{'Land Area': '1321 m²', 'Rates': 'R 1275'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '1', 'Flatlets': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Study': '✔'}",0,1321,1275,0,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,T4415845,2024-03-04,
1 Bed Apartment in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/6607-thaba-eco-village/0a-kliprivier-road/T4434975,Sold,Apartment,"{'Rates': 'R 410', 'Levy': 'R 552'}","{'Bedrooms': '1', 'Bathrooms': '1', 'En-suite': '1', 'Open Parkings': '1', 'BIC': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔'}",0,0,410,552,1.0,1.0,gauteng,johannesburg,johannesburg-south,mulbarton,T4434975,2024-03-04,
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/50-kasherel/71-14th-street/T4348343,Sold,Apartment,"{'Floor Area': '141 m²', 'Rates': 'R 575', 'Levy': 'R 3460'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Pool': '✔'}",141,0,575,3460,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4348343,2024-03-04,
3 Bed Simplex in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/00-cedarparc/24-cedar-road/T4411188,Sold,Simplex,{'Floor Area': '194 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Study': '✔'}",194,0,0,0,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4411188,2024-03-04,
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/11-bantry-oval/17-bantry-road/T4313547,Sold,Apartment,"{'Floor Area': '98 m²', 'Rates': 'R 1052', 'Levy': 'R 2311'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Lounges': '2', 'BIC': '✔', 'Family Tv Room': '✔', 'Kitchen': '✔', 'Pool': '✔'}",98,0,1052,2311,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4313547,2024-03-04,1595000.0
3 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4194492,Sold,Apartment,{'Floor Area': '116 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Garden': '✔', 'Kitchen': '✔'}",116,0,0,0,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4194492,2024-03-04,
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4240053,Sold,Apartment,"{'Floor Area': '108 m²', 'Land Area': '3932 m²', 'Rates': 'R 988', 'Levy': 'R 3300'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'Air Con': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Furnished': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pool': '✔', 'Scenic View': '✔', 'Security Post': '✔'}",108,3932,988,3300,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4240053,2024-03-04,
2 Bed Apartment in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T4252688,Sold,Apartment,"{'Floor Area': '89 m²', 'Rates': 'R 1290', 'Levy': 'R 2589'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '2', 'Lounges': '1', 'Open Parkings': '2', 'Access Gate': '✔', 'Balcony': '✔', 'Club House': '✔', 'Furnished': '✔', 'Kitchen': '✔', 'Pool': '✔', 'Scenic View': '✔', 'Security Post': '✔', 'Wheel Chair Friendly': '✔'}",89,0,1290,2589,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,T4252688,2024-03-04,
2 Bed House in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/T4371549,Sold,House,"{'Floor Area': '141 m²', 'Rates': 'R 1200', 'Levy': 'R 4800'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Garages': '2', 'Lounges': '3', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔'}",141,0,1200,4800,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4371549,2024-03-04,1650000.0
2 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/1-the-manor/27-centre-road/T4499795,Sold,House,"{'Floor Area': '87 m²', 'Rates': 'R 434', 'Levy': 'R 3200'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '2', 'Club House': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scullery': '✔', 'Security Post': '✔'}",87,0,434,3200,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4499795,2024-03-04,
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/36-morningsun/10-pam-rd/T4164587,Sold,Apartment,{'Floor Area': '118 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Lounges': '1', 'Pool': '✔'}",118,0,0,0,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4164587,2024-03-04,
1 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/1-beachwood-cottages/T3821448,Sold,Townhouse,"{'Floor Area': '182 m²', 'Rates': 'R 1141', 'Levy': 'R 4033'}","{'Bedrooms': '1', 'Bathrooms': '1.5', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Pool': '✔', 'Staff Quarters': '✔', 'Study': '✔'}",182,0,1141,4033,1.0,1.5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T3821448,2024-03-04,
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/T4230025,Sold,Apartment,{'Floor Area': '96 m²'},"{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Garden': '✔', 'Kitchen': '✔'}",96,0,0,0,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4230025,2024-03-04,
3 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4112097,Sold,Townhouse,"{'Floor Area': '129 m²', 'Rates': 'R 1468', 'Levy': 'R 3817'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Open Parkings': '2', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pool': '✔'}",129,0,1468,3817,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4112097,2024-03-04,1800000.0
3 Bed Apartment in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/T4084611,Sold,Apartment,"{'Floor Area': '118 m²', 'Land Area': '6501 m²', 'Rates': 'R 1916', 'Levy': 'R 2409'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔'}",118,6501,1916,2409,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,T4084611,2024-03-04,
2 Bed Apartment in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4259251,Sold,Apartment,"{'Floor Area': '97 m²', 'Rates': 'R 1486', 'Levy': 'R 3280'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '2', 'En-suite': '1', 'Lounges': '2', 'BIC': '✔', 'Entrance Hall': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pool': '✔'}",97,0,1486,3280,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,T4259251,2024-03-04,
3 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4392695,Sold,Townhouse,"{'Floor Area': '141 m²', 'Rates': 'R 1742', 'Levy': 'R 3300'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Pantry': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",141,0,1742,3300,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4392695,2024-03-04,
4 Bed Townhouse in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/a0-manor-mews/11-dahlia-street/T4288614,Sold,Townhouse,"{'Floor Area': '201 m²', 'Rates': 'R 1687', 'Levy': 'R 3779'}","{'Bedrooms': '4', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔'}",201,0,1687,3779,4.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,T4288614,2024-03-04,
3 Bed Apartment in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/24-schipol/6th-street/T4364507,Sold,Apartment,"{'Floor Area': '171 m²', 'Rates': 'R 2353', 'Levy': 'R 6000'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Pool': '✔', 'Security Post': '✔', 'Study': '✔'}",171,0,2353,6000,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,T4364507,2024-03-04,1950000.0
3 Bed Apartment in Hyde Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hyde-park/24-schipol/6th-street/T4364507,Sold,Apartment,"{'Floor Area': '171 m²', 'Rates': 'R 2353', 'Levy': 'R 6000'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Pool': '✔', 'Security Post': '✔', 'Study': '✔'}",171,0,2353,6000,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,hyde-park,T4364507,2024-03-04,1950000.0
1 Bed Apartment in Montgomery Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/montgomery-park/T4323502,Sold,Apartment,"{'Floor Area': '60 m²', 'Rates': 'R 351'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pool': '✔'}",60,0,351,0,1.0,1.0,gauteng,johannesburg,northcliff,montgomery-park,T4323502,2024-03-04,
3 Bed Townhouse in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/5-valleylodge/2-palala-close/T4205647,Sold,Townhouse,"{'Floor Area': '137 m²', 'Rates': 'R 414', 'Levy': 'R 4034'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '2', 'Access Gate': '✔', 'Alarm': '✔', 'BIC': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔'}",137,0,414,4034,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4205647,2024-03-04,
3 Bed Apartment in Petervale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/petervale/T4370278,Sold,Apartment,"{'Floor Area': '105 m²', 'Land Area': '6 ha', 'Rates': 'R 1206', 'Levy': 'R 2835'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Gym': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Tv': '✔'}",105,6,1206,2835,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,petervale,T4370278,2024-03-04,1490000.0
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T4077869,Sold,Apartment,"{'Floor Area': '70 m²', 'Rates': 'R 600', 'Levy': 'R 1800'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Garden': '✔', 'Pool': '✔'}",70,0,600,1800,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4077869,2024-03-04,
2 Bed Apartment in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/T4409697,Sold,Apartment,"{'Floor Area': '134 m²', 'Land Area': '3.5 ha', 'Rates': 'R 1300', 'Levy': 'R 6420'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Balcony': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pool': '✔', 'Scullery': '✔', 'Security Post': '✔', 'Staff Quarters': '✔', 'Storage': '✔', 'Wheel Chair Friendly': '✔'}",134,35,1300,6420,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,T4409697,2024-03-04,
3 Bed House in Rembrandt Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rembrandt-park/T4145464,Sold,House,"{'Land Area': '1487 m²', 'Rates': 'R 934'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Pet Friendly': '✔'}",0,1487,934,0,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,rembrandt-park,T4145464,2024-03-04,
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4520200,Sold,Apartment,{'Floor Area': '99 m²'},"{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Kitchen': '✔', 'Paving': '✔'}",99,0,0,0,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4520200,2024-03-04,1095000.0
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4520200,Sold,Apartment,{'Floor Area': '99 m²'},"{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Kitchen': '✔', 'Paving': '✔'}",99,0,0,0,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4520200,2024-03-04,1095000.0
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/215-prestwick/15-north-street/T4333863,Sold,Apartment,"{'Floor Area': '96 m²', 'Levy': 'R 3431'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Security Post': '✔'}",96,0,0,3431,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4333863,2024-03-04,
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4317699,Sold,Apartment,"{'Floor Area': '80 m²', 'Land Area': '80 m²', 'Rates': 'R 900', 'Levy': 'R 2000'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔'}",80,80,900,2000,2.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4317699,2024-03-04,
Loft in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4178844,Sold,Loft,"{'Floor Area': '101 m²', 'Rates': 'R 1312', 'Levy': 'R 2492'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Kitchen': '✔', 'Pool': '✔'}",101,0,1312,2492,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4178844,2024-03-04,1150000.0
